pyramid_t80_a115_b2.5
Summary,raw,quality,coverage,comprehension
D311.M.250.I.21,11,0.55,0.11702127659574468,0.33351063829787236
D311.M.250.I.13,15,0.625,0.1595744680851064,0.39228723404255317
D311.M.250.I.17,12,0.5,0.1276595744680851,0.31382978723404253
D311.M.250.I.24,6,0.5,0.06382978723404255,0.28191489361702127
D311.M.250.I.26,10,0.4166666666666667,0.10638297872340426,0.26152482269503546
D311.M.250.I.28,6,0.5,0.06382978723404255,0.28191489361702127
D311.M.250.I.15,5,0.4166666666666667,0.05319148936170213,0.23492907801418442
D311.M.250.I.21,11,0.55,0.11702127659574468,0.33351063829787236
D311.M.250.I.23,2,0.5,0.02127659574468085,0.26063829787234044
D311.M.250.I.16,10,0.5,0.10638297872340426,0.30319148936170215
D311.M.250.I.12,14,0.7,0.14893617021276595,0.42446808510638295
D311.M.250.I.16,10,0.5,0.10638297872340426,0.30319148936170215
D311.M.250.I.6,16,0.6666666666666666,0.1702127659574468,0.41843971631205673
D311.M.250.I.25,14,0.5833333333333334,0.14893617021276595,0.36613475177304966
D311.M.250.I.26,10,0.4166666666666667,0.10638297872340426,0.26152482269503546
D311.M.250.I.19,7,0.5833333333333334,0.07446808510638298,0.32890070921985815
D311.M.250.I.C,13,0.5416666666666666,0.13829787234042554,0.3399822695035461
D311.M.250.I.27,9,0.5625,0.09574468085106383,0.3291223404255319
D311.M.250.I.19,7,0.5833333333333334,0.07446808510638298,0.32890070921985815
D311.M.250.I.14,4,0.3333333333333333,0.0425531914893617,0.1879432624113475
D311.M.250.I.11,9,0.5625,0.09574468085106383,0.3291223404255319
D311.M.250.I.14,4,0.3333333333333333,0.0425531914893617,0.1879432624113475
D311.M.250.I.7,10,0.5,0.10638297872340426,0.30319148936170215
D311.M.250.I.B,13,0.65,0.13829787234042554,0.3941489361702128
D311.M.250.I.23,2,0.5,0.02127659574468085,0.26063829787234044
D311.M.250.I.25,14,0.5833333333333334,0.14893617021276595,0.36613475177304966
D311.M.250.I.17,12,0.5,0.1276595744680851,0.31382978723404253
D311.M.250.I.32,6,0.75,0.06382978723404255,0.40691489361702127
D311.M.250.I.31,7,0.875,0.07446808510638298,0.4747340425531915
D311.M.250.I.3,10,0.3125,0.10638297872340426,0.20944148936170212
D311.M.250.I.1,8,0.6666666666666666,0.0851063829787234,0.375886524822695
D311.M.250.I.12,14,0.7,0.14893617021276595,0.42446808510638295
D311.M.250.I.20,2,0.5,0.02127659574468085,0.26063829787234044
D311.M.250.I.27,9,0.5625,0.09574468085106383,0.3291223404255319
D311.M.250.I.10,9,0.5625,0.09574468085106383,0.3291223404255319
D311.M.250.I.13,15,0.625,0.1595744680851064,0.39228723404255317
D311.M.250.I.4,15,0.625,0.1595744680851064,0.39228723404255317
D311.M.250.I.30,10,0.8333333333333334,0.10638297872340426,0.46985815602836883
