pyramid_t80_a121_b2.5
Summary,raw,quality,coverage,comprehension
D311.M.250.I.21,10,0.5,0.09090909090909091,0.29545454545454547
D311.M.250.I.13,16,0.5,0.14545454545454545,0.32272727272727275
D311.M.250.I.17,12,0.42857142857142855,0.10909090909090909,0.2688311688311688
D311.M.250.I.24,10,0.5,0.09090909090909091,0.29545454545454547
D311.M.250.I.26,15,0.5357142857142857,0.13636363636363635,0.336038961038961
D311.M.250.I.28,7,0.875,0.06363636363636363,0.4693181818181818
D311.M.250.I.15,11,0.55,0.1,0.325
D311.M.250.I.21,10,0.5,0.09090909090909091,0.29545454545454547
D311.M.250.I.23,6,0.75,0.05454545454545454,0.4022727272727273
D311.M.250.I.16,15,0.46875,0.13636363636363635,0.3025568181818182
D311.M.250.I.12,12,0.75,0.10909090909090909,0.42954545454545456
D311.M.250.I.16,15,0.46875,0.13636363636363635,0.3025568181818182
D311.M.250.I.6,13,0.65,0.11818181818181818,0.3840909090909091
D311.M.250.I.25,10,0.625,0.09090909090909091,0.35795454545454547
D311.M.250.I.26,15,0.5357142857142857,0.13636363636363635,0.336038961038961
D311.M.250.I.19,8,0.5,0.07272727272727272,0.2863636363636364
D311.M.250.I.C,11,0.55,0.1,0.325
D311.M.250.I.27,8,0.6666666666666666,0.07272727272727272,0.3696969696969697
D311.M.250.I.19,8,0.5,0.07272727272727272,0.2863636363636364
D311.M.250.I.14,12,0.5,0.10909090909090909,0.30454545454545456
D311.M.250.I.11,13,0.5416666666666666,0.11818181818181818,0.3299242424242424
D311.M.250.I.14,12,0.5,0.10909090909090909,0.30454545454545456
D311.M.250.I.7,9,0.5625,0.08181818181818182,0.3221590909090909
D311.M.250.I.B,12,0.5,0.10909090909090909,0.30454545454545456
D311.M.250.I.23,6,0.75,0.05454545454545454,0.4022727272727273
D311.M.250.I.25,10,0.625,0.09090909090909091,0.35795454545454547
D311.M.250.I.17,12,0.42857142857142855,0.10909090909090909,0.2688311688311688
D311.M.250.I.32,7,0.5833333333333334,0.06363636363636363,0.3234848484848485
D311.M.250.I.31,13,0.8125,0.11818181818181818,0.4653409090909091
D311.M.250.I.3,13,0.40625,0.11818181818181818,0.2622159090909091
D311.M.250.I.1,6,0.375,0.05454545454545454,0.21477272727272728
D311.M.250.I.12,12,0.75,0.10909090909090909,0.42954545454545456
D311.M.250.I.20,4,0.3333333333333333,0.03636363636363636,0.18484848484848485
D311.M.250.I.27,8,0.6666666666666666,0.07272727272727272,0.3696969696969697
D311.M.250.I.10,11,0.39285714285714285,0.1,0.24642857142857144
D311.M.250.I.13,16,0.5,0.14545454545454545,0.32272727272727275
D311.M.250.I.4,15,0.625,0.13636363636363635,0.3806818181818182
D311.M.250.I.30,6,0.75,0.05454545454545454,0.4022727272727273
