pyramid_t80_a135_b2.5
Summary,raw,quality,coverage,comprehension
D311.M.250.I.21,11,0.44,0.07913669064748201,0.259568345323741
D311.M.250.I.13,21,0.6,0.1510791366906475,0.37553956834532376
D311.M.250.I.17,10,0.5,0.07194244604316546,0.28597122302158273
D311.M.250.I.24,9,0.9,0.06474820143884892,0.4823741007194245
D311.M.250.I.26,12,0.48,0.08633093525179857,0.2831654676258993
D311.M.250.I.28,7,0.7,0.050359712230215826,0.3751798561151079
D311.M.250.I.15,17,0.4857142857142857,0.1223021582733813,0.3040082219938335
D311.M.250.I.21,11,0.44,0.07913669064748201,0.259568345323741
D311.M.250.I.23,5,1.0,0.03597122302158273,0.5179856115107914
D311.M.250.I.16,12,0.6,0.08633093525179857,0.3431654676258993
D311.M.250.I.12,15,0.6,0.1079136690647482,0.3539568345323741
D311.M.250.I.16,12,0.6,0.08633093525179857,0.3431654676258993
D311.M.250.I.6,17,0.68,0.1223021582733813,0.4011510791366907
D311.M.250.I.25,15,0.75,0.1079136690647482,0.4289568345323741
D311.M.250.I.26,12,0.48,0.08633093525179857,0.2831654676258993
D311.M.250.I.19,11,0.55,0.07913669064748201,0.314568345323741
D311.M.250.I.C,20,0.5714285714285714,0.14388489208633093,0.35765673175745116
D311.M.250.I.27,11,0.55,0.07913669064748201,0.314568345323741
D311.M.250.I.19,11,0.55,0.07913669064748201,0.314568345323741
D311.M.250.I.14,10,0.6666666666666666,0.07194244604316546,0.36930455635491605
D311.M.250.I.11,10,0.5,0.07194244604316546,0.28597122302158273
D311.M.250.I.14,10,0.6666666666666666,0.07194244604316546,0.36930455635491605
D311.M.250.I.7,7,0.7,0.050359712230215826,0.3751798561151079
D311.M.250.I.B,18,0.6,0.12949640287769784,0.3647482014388489
D311.M.250.I.23,5,1.0,0.03597122302158273,0.5179856115107914
D311.M.250.I.25,15,0.75,0.1079136690647482,0.4289568345323741
D311.M.250.I.17,10,0.5,0.07194244604316546,0.28597122302158273
D311.M.250.I.32,9,0.9,0.06474820143884892,0.4823741007194245
D311.M.250.I.31,6,0.6,0.04316546762589928,0.3215827338129496
D311.M.250.I.3,12,0.34285714285714286,0.08633093525179857,0.21459403905447072
D311.M.250.I.1,12,0.6,0.08633093525179857,0.3431654676258993
D311.M.250.I.12,15,0.6,0.1079136690647482,0.3539568345323741
D311.M.250.I.20,4,0.4,0.02877697841726619,0.2143884892086331
D311.M.250.I.27,11,0.55,0.07913669064748201,0.314568345323741
D311.M.250.I.10,13,0.52,0.09352517985611511,0.30676258992805755
D311.M.250.I.13,21,0.6,0.1510791366906475,0.37553956834532376
D311.M.250.I.4,15,0.5,0.1079136690647482,0.3039568345323741
D311.M.250.I.30,7,0.7,0.050359712230215826,0.3751798561151079
