pyramid_t80_a178_b2.5
Summary,raw,quality,coverage,comprehension
D311.M.250.I.21,12,0.4,0.059113300492610835,0.22955665024630542
D311.M.250.I.13,23,0.42592592592592593,0.11330049261083744,0.26961320926838167
D311.M.250.I.17,16,0.3333333333333333,0.07881773399014778,0.20607553366174056
D311.M.250.I.24,12,0.6666666666666666,0.059113300492610835,0.36288998357963875
D311.M.250.I.26,12,0.5,0.059113300492610835,0.27955665024630544
D311.M.250.I.28,11,0.6111111111111112,0.054187192118226604,0.3326491516146689
D311.M.250.I.15,14,0.5833333333333334,0.06896551724137931,0.32614942528735635
D311.M.250.I.21,12,0.4,0.059113300492610835,0.22955665024630542
D311.M.250.I.23,8,0.6666666666666666,0.03940886699507389,0.35303776683087024
D311.M.250.I.16,16,0.4444444444444444,0.07881773399014778,0.2616310892172961
D311.M.250.I.12,19,0.6333333333333333,0.09359605911330049,0.3634646962233169
D311.M.250.I.16,16,0.4444444444444444,0.07881773399014778,0.2616310892172961
D311.M.250.I.6,17,0.4722222222222222,0.08374384236453201,0.2779830322933771
D311.M.250.I.25,25,0.46296296296296297,0.12315270935960591,0.29305783616128445
D311.M.250.I.26,12,0.5,0.059113300492610835,0.27955665024630544
D311.M.250.I.19,14,0.4666666666666667,0.06896551724137931,0.267816091954023
D311.M.250.I.C,16,0.4444444444444444,0.07881773399014778,0.2616310892172961
D311.M.250.I.27,19,0.5277777777777778,0.09359605911330049,0.31068691844553914
D311.M.250.I.19,14,0.4666666666666667,0.06896551724137931,0.267816091954023
D311.M.250.I.14,11,0.4583333333333333,0.054187192118226604,0.25626026272577995
D311.M.250.I.11,1,0.16666666666666666,0.0049261083743842365,0.08579638752052544
D311.M.250.I.14,11,0.4583333333333333,0.054187192118226604,0.25626026272577995
D311.M.250.I.7,13,0.43333333333333335,0.06403940886699508,0.24868637110016423
D311.M.250.I.B,15,0.4166666666666667,0.07389162561576355,0.24527914614121513
D311.M.250.I.23,8,0.6666666666666666,0.03940886699507389,0.35303776683087024
D311.M.250.I.25,25,0.46296296296296297,0.12315270935960591,0.29305783616128445
D311.M.250.I.17,16,0.3333333333333333,0.07881773399014778,0.20607553366174056
D311.M.250.I.32,9,0.5,0.04433497536945813,0.2721674876847291
D311.M.250.I.31,17,0.5666666666666667,0.08374384236453201,0.32520525451559934
D311.M.250.I.3,16,0.3333333333333333,0.07881773399014778,0.20607553366174056
D311.M.250.I.1,6,0.3333333333333333,0.029556650246305417,0.18144499178981938
D311.M.250.I.12,19,0.6333333333333333,0.09359605911330049,0.3634646962233169
D311.M.250.I.20,5,0.4166666666666667,0.024630541871921183,0.22064860426929395
D311.M.250.I.27,19,0.5277777777777778,0.09359605911330049,0.31068691844553914
D311.M.250.I.10,17,0.3541666666666667,0.08374384236453201,0.21895525451559936
D311.M.250.I.13,23,0.42592592592592593,0.11330049261083744,0.26961320926838167
D311.M.250.I.4,16,0.4444444444444444,0.07881773399014778,0.2616310892172961
D311.M.250.I.30,7,0.5833333333333334,0.034482758620689655,0.3089080459770115
