pyramid_t80_a144_b2.5
Summary,raw,quality,coverage,comprehension
D311.M.250.I.21,12,0.48,0.07947019867549669,0.2797350993377483
D311.M.250.I.13,14,0.35,0.09271523178807947,0.22135761589403974
D311.M.250.I.17,14,0.4666666666666667,0.09271523178807947,0.2796909492273731
D311.M.250.I.24,11,0.55,0.0728476821192053,0.3114238410596027
D311.M.250.I.26,12,0.48,0.07947019867549669,0.2797350993377483
D311.M.250.I.28,5,0.5,0.033112582781456956,0.26655629139072845
D311.M.250.I.15,12,0.6,0.07947019867549669,0.3397350993377483
D311.M.250.I.21,12,0.48,0.07947019867549669,0.2797350993377483
D311.M.250.I.23,7,0.7,0.046357615894039736,0.37317880794701985
D311.M.250.I.16,14,0.4666666666666667,0.09271523178807947,0.2796909492273731
D311.M.250.I.12,8,0.5333333333333333,0.052980132450331126,0.29315673289183225
D311.M.250.I.16,14,0.4666666666666667,0.09271523178807947,0.2796909492273731
D311.M.250.I.6,17,0.68,0.11258278145695365,0.39629139072847686
D311.M.250.I.25,14,0.56,0.09271523178807947,0.3263576158940398
D311.M.250.I.26,12,0.48,0.07947019867549669,0.2797350993377483
D311.M.250.I.19,12,0.6,0.07947019867549669,0.3397350993377483
D311.M.250.I.C,8,0.4,0.052980132450331126,0.22649006622516557
D311.M.250.I.27,11,0.55,0.0728476821192053,0.3114238410596027
D311.M.250.I.19,12,0.6,0.07947019867549669,0.3397350993377483
D311.M.250.I.14,7,0.7,0.046357615894039736,0.37317880794701985
D311.M.250.I.11,11,0.55,0.0728476821192053,0.3114238410596027
D311.M.250.I.14,7,0.7,0.046357615894039736,0.37317880794701985
D311.M.250.I.7,11,0.44,0.0728476821192053,0.25642384105960264
D311.M.250.I.B,12,0.48,0.07947019867549669,0.2797350993377483
D311.M.250.I.23,7,0.7,0.046357615894039736,0.37317880794701985
D311.M.250.I.25,14,0.56,0.09271523178807947,0.3263576158940398
D311.M.250.I.17,14,0.4666666666666667,0.09271523178807947,0.2796909492273731
D311.M.250.I.32,7,0.4666666666666667,0.046357615894039736,0.2565121412803532
D311.M.250.I.31,12,0.8,0.07947019867549669,0.43973509933774835
D311.M.250.I.3,12,0.3,0.07947019867549669,0.18973509933774835
D311.M.250.I.1,8,0.32,0.052980132450331126,0.18649006622516556
D311.M.250.I.12,8,0.5333333333333333,0.052980132450331126,0.29315673289183225
D311.M.250.I.20,1,0.2,0.006622516556291391,0.1033112582781457
D311.M.250.I.27,11,0.55,0.0728476821192053,0.3114238410596027
D311.M.250.I.10,12,0.4,0.07947019867549669,0.23973509933774836
D311.M.250.I.13,14,0.35,0.09271523178807947,0.22135761589403974
D311.M.250.I.4,15,0.6,0.09933774834437085,0.3496688741721854
D311.M.250.I.30,11,0.55,0.0728476821192053,0.3114238410596027
